GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
CTSC,11,88312493,na,na,Uncertain significance,"Papillon-Lefèvre syndrome|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88294163,na,na,Pathogenic,"Periodontitis, aggressive 1",GRCh38,single nucleotide variant
CTSC,11,88294358,na,na,Pathogenic,"Periodontitis, aggressive 1|Papillon-Lefèvre syndrome|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
GATM,15,45369364,na,na,Pathogenic,Arginine:glycine amidinotransferase deficiency,GRCh38,single nucleotide variant
HCRT,17,42184503,na,na,Pathogenic,Narcolepsy 1,GRCh38,single nucleotide variant
ROR2,9,91724229,na,na,Pathogenic,Brachydactyly type B1|not provided,GRCh38,single nucleotide variant
ROR2,9,91724248,na,na,Pathogenic,Brachydactyly type B1,GRCh38,single nucleotide variant
ROR2,9,91724990,na,na,Pathogenic,Autosomal recessive Robinow syndrome,GRCh38,single nucleotide variant
ROR2,9,91737463,na,na,Likely pathogenic,Autosomal recessive Robinow syndrome|Autosomal recessive Robinow syndrome;Brachydactyly type B1,GRCh38,single nucleotide variant
ROR2,9,91724334,na,na,Pathogenic,Autosomal recessive Robinow syndrome,GRCh38,single nucleotide variant
ROR2,9,91737400,na,na,Pathogenic,Autosomal recessive Robinow syndrome,GRCh38,single nucleotide variant
ROR2,9,91724247,na,na,Pathogenic,Brachydactyly type B1,GRCh38,single nucleotide variant
ROR2,9,91757380,na,na,Pathogenic,Autosomal recessive Robinow syndrome|not provided,GRCh38,single nucleotide variant
ROR2,9,91726603,na,na,Pathogenic,"Robinow syndrome, autosomal recessive, with brachy-syn-polydactyly|Autosomal recessive Robinow syndrome|Autosomal recessive Robinow syndrome;Brachydactyly type B1|not provided",GRCh38,single nucleotide variant
TERC,3,169764653,na,na,Pathogenic,"Dyskeratosis congenita, autosomal dominant 1",GRCh38,single nucleotide variant
TERC,3,169764857,na,na,Pathogenic,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2|Dyskeratosis congenita, autosomal dominant 1",GRCh38,single nucleotide variant
TERC,3,169765003,na,na,Benign/Likely benign,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2|Aplastic anemia|Dyskeratosis congenita, autosomal dominant 1|not specified|not provided|Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2;Dyskeratosis congenita, autosomal dominant 1",GRCh38,single nucleotide variant
TERC,3,169764989,na,na,Pathogenic,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2|Aplastic anemia",GRCh38,single nucleotide variant
TERC,3,169764945,na,na,Conflicting classifications of pathogenicity,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2|Dyskeratosis congenita, autosomal dominant 1|Pulmonary fibrosis|not provided",GRCh38,single nucleotide variant
TERC,3,169764963,na,na,Pathogenic,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2|Interstitial lung disease 2",GRCh38,single nucleotide variant
TERC,3,169764736,na,na,Pathogenic,"Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2",GRCh38,single nucleotide variant
AGRP,16,67483042,na,na,Benign,"Leanness, inherited|Obesity, late-onset|AGRP-related condition|Inherited obesity",GRCh38,single nucleotide variant
HR,8,22119197,na,na,Benign,Alopecia universalis congenita|Atrichia with papular lesions|not provided|HR-related disorder,GRCh38,single nucleotide variant
HR,8,22116400,na,na,Pathogenic,Alopecia universalis congenita,GRCh38,single nucleotide variant
HR,8,22123727,na,na,Pathogenic,Atrichia with papular lesions,GRCh38,single nucleotide variant
HR,8,22115744,na,na,Pathogenic,Atrichia with papular lesions,GRCh38,single nucleotide variant
HR,8,22119227,na,na,Pathogenic,Alopecia universalis congenita,GRCh38,single nucleotide variant
HRURF,8,22130707,na,na,Pathogenic,Hypotrichosis 4,GRCh38,single nucleotide variant
HRURF,8,22130702,na,na,Pathogenic,Hypotrichosis 4,GRCh38,single nucleotide variant
HRURF,8,22130636,na,na,Pathogenic,Hypotrichosis 4,GRCh38,single nucleotide variant
HRURF,8,22130605,na,na,Pathogenic,Hypotrichosis 4,GRCh38,single nucleotide variant
RAB7A,3,128806576,na,na,Pathogenic,Charcot-Marie-Tooth disease type 2B|not provided|Charcot-Marie-Tooth disease,GRCh38,single nucleotide variant
RAB7A,3,128807627,na,na,Pathogenic,Charcot-Marie-Tooth disease type 2B|not provided|Charcot-Marie-Tooth disease,GRCh38,single nucleotide variant
RAB7A,3,128807625,na,na,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 2B|not provided|Charcot-Marie-Tooth disease,GRCh38,single nucleotide variant
RAB7A,3,128807614,na,na,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 2B|not provided|Charcot-Marie-Tooth disease,GRCh38,single nucleotide variant
APOA1;APOA1-AS,11,116837344,na,na,Pathogenic,Hereditary spastic paraplegia 50,GRCh38,single nucleotide variant
TRIM32,9,116699201,na,na,Pathogenic,Sarcotubular myopathy|Myopathy|Bardet-Biedl syndrome|not provided|TRIM32-related disorder|Retinal dystrophy|Bardet-Biedl syndrome 11,GRCh38,single nucleotide variant
TRIM32,9,116698130,na,na,Pathogenic/Likely pathogenic,Bardet-Biedl syndrome 11|Bardet-Biedl syndrome|not provided|TRIM32-related disorder,GRCh38,single nucleotide variant
TRIM32,9,116698923,na,na,Conflicting classifications of pathogenicity,Sarcotubular myopathy|not provided|Bardet-Biedl syndrome|TRIM32-related disorder|Bardet-Biedl syndrome 11;Sarcotubular myopathy|Bardet-Biedl syndrome 11,GRCh38,single nucleotide variant
SC5D,11,121303461,na,na,Pathogenic,Lathosterolosis,GRCh38,single nucleotide variant
SC5D,11,121307244,na,na,Pathogenic,Lathosterolosis,GRCh38,single nucleotide variant
SC5D,11,121303512,na,na,Pathogenic,Lathosterolosis,GRCh38,single nucleotide variant
TULP1,6,35503623,na,na,Pathogenic,not provided|Retinitis pigmentosa 14,GRCh38,single nucleotide variant
TEAD3;TULP1,6,35500005,na,na,Pathogenic/Likely pathogenic,Retinitis pigmentosa 14|Retinal dystrophy|not provided|Leber congenital amaurosis,GRCh38,single nucleotide variant
TULP1,6,35500100,na,na,Likely pathogenic,Retinitis pigmentosa 14|not provided|Leber congenital amaurosis,GRCh38,single nucleotide variant
TULP1,6,35503816,na,na,Pathogenic,Retinitis pigmentosa 14|Retinitis pigmentosa|Retinal dystrophy|not provided|Leber congenital amaurosis,GRCh38,single nucleotide variant
TULP1,6,35500032,na,na,Conflicting classifications of pathogenicity,Retinitis pigmentosa 14|not provided|Leber congenital amaurosis,GRCh38,single nucleotide variant
TULP1,6,35509632,na,na,Pathogenic,Retinitis pigmentosa 14|not provided|Retinal dystrophy,GRCh38,single nucleotide variant
PABPN1,14,23321504,na,na,Uncertain significance,Oculopharyngeal muscular dystrophy|PABPN1-related disorder|Oculopharyngeal muscular dystrophy 1,GRCh38,single nucleotide variant
GUCA1B,6,42185686,na,na,Conflicting classifications of pathogenicity,Retinitis pigmentosa 48|not provided|Retinal dystrophy,GRCh38,single nucleotide variant
TCF4,18,55228988,na,na,Pathogenic,Pitt-Hopkins syndrome|not provided|Severe intellectual deficiency|Inborn genetic diseases,GRCh38,single nucleotide variant
TCF4,18,55228987,na,na,Pathogenic,Pitt-Hopkins syndrome|not provided,GRCh38,single nucleotide variant
TCF4,18,55254694,na,na,Pathogenic,"Pitt-Hopkins syndrome|not provided|Pitt-Hopkins syndrome;Corneal dystrophy, Fuchs endothelial, 3",GRCh38,single nucleotide variant
TCF4,18,55228993,na,na,Pathogenic,Pitt-Hopkins syndrome,GRCh38,single nucleotide variant
SCARB2,4,76166249,na,na,Pathogenic,Action myoclonus-renal failure syndrome,GRCh38,single nucleotide variant
SCARB2,4,76174276,na,na,Pathogenic,Action myoclonus-renal failure syndrome|not provided|Progressive myoclonic epilepsy,GRCh38,single nucleotide variant
SCARB2,4,76179596,na,na,Pathogenic,Action myoclonus-renal failure syndrome,GRCh38,single nucleotide variant
KCNQ2,20,63439674,na,na,Pathogenic,"Seizures, benign familial neonatal, 1|Complex neurodevelopmental disorder",GRCh38,single nucleotide variant
KCNQ2,20,63439609,na,na,Pathogenic,"Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy, 7|Inborn genetic diseases|Developmental and epileptic encephalopathy|not provided|Complex neurodevelopmental disorder",GRCh38,single nucleotide variant
KCNQ2,20,63444709,na,na,Pathogenic/Likely pathogenic,"Seizures, benign familial neonatal, 1|not provided|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder|Neonatal/infantile epilepsy syndrome",GRCh38,single nucleotide variant
KCNQ2,20,63444730,na,na,Pathogenic,"not provided|Seizures, benign familial neonatal, 1|Seizures, benign familial neonatal, 1, and/or myokymia|Developmental and epileptic encephalopathy|Inborn genetic diseases|Complex neurodevelopmental disorder|Developmental and epileptic encephalopathy, 7;Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy, 7",GRCh38,single nucleotide variant
KCNQ2,20,63413551,na,na,Pathogenic,"Seizures, benign familial neonatal, 1|Seizures, benign familial neonatal, 2|Developmental and epileptic encephalopathy, 7|not provided",GRCh38,single nucleotide variant
KCNQ2,20,63442482,na,na,Pathogenic,"Seizures, benign familial neonatal, 2|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|not provided",GRCh38,single nucleotide variant
KCNQ2,20,63444729,na,na,Pathogenic,"not provided|Seizures, benign familial neonatal, 1, and/or myokymia|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy, 7;Seizures, benign familial neonatal, 1|KCNQ2-related disorder|Complex neurodevelopmental disorder",GRCh38,single nucleotide variant
KCNQ3,8,132175457,na,na,Pathogenic,"Seizures, benign familial neonatal, 2",GRCh38,single nucleotide variant
SOX10,22,37977999,na,na,Pathogenic,Waardenburg syndrome type 4C|not provided,GRCh38,single nucleotide variant
SOX10,22,37983536,na,na,Pathogenic,Waardenburg syndrome type 4C,GRCh38,single nucleotide variant
SOX10,22,37983381,na,na,Pathogenic,"Waardenburg syndrome type 2E, without neurologic involvement",GRCh38,single nucleotide variant
SOX10,22,37973957,na,na,Pathogenic,PCWH syndrome,GRCh38,single nucleotide variant
SOX10,22,37974144,na,na,Pathogenic,PCWH syndrome|not provided,GRCh38,single nucleotide variant
SOX10,22,37977943,na,na,Pathogenic,Waardenburg syndrome type 4C,GRCh38,single nucleotide variant
SOX10,22,37973767,na,na,Pathogenic,"Waardenburg syndrome type 2E, with neurologic involvement|Waardenburg syndrome type 4C|not provided",GRCh38,single nucleotide variant
SOX10,22,37974148,na,na,Pathogenic,PCWH syndrome,GRCh38,single nucleotide variant
SOX10,22,37978094,na,na,Pathogenic,Waardenburg syndrome type 4C|not provided,GRCh38,single nucleotide variant
SOX10,22,37974200,na,na,Pathogenic,"Waardenburg syndrome type 2E, with neurologic involvement",GRCh38,single nucleotide variant
SOX10,22,37978043,na,na,Pathogenic,"Waardenburg syndrome type 2E, with neurologic involvement",GRCh38,single nucleotide variant
TCF7L2,10,112998590,na,na,risk factor,"Diabetes mellitus type 2, susceptibility to",GRCh38,single nucleotide variant
TCF7L2,10,113049143,na,na,risk factor,"Diabetes mellitus type 2, susceptibility to",GRCh38,single nucleotide variant
TCF7L2,10,113047288,na,na,risk factor,"Diabetes mellitus type 2, susceptibility to",GRCh38,single nucleotide variant
CRX,19,47836381,na,na,Pathogenic,Cone-rod dystrophy 2|not provided|Leber congenital amaurosis 7;Cone-rod dystrophy 2,GRCh38,single nucleotide variant
CRX,19,47836263,na,na,Pathogenic/Likely pathogenic,Cone-rod dystrophy 2|not provided|Cone-rod dystrophy 2;Leber congenital amaurosis 7|Retinal dystrophy|Cone-rod dystrophy|Retinitis pigmentosa,GRCh38,single nucleotide variant
CRX,19,47836264,na,na,Pathogenic/Likely pathogenic,Cone-rod dystrophy 2|not provided|Retinal dystrophy|Leber congenital amaurosis 7;Cone-rod dystrophy 2|CRX-related disorder|Cone-rod dystrophy|Inborn genetic diseases,GRCh38,single nucleotide variant
CRX,19,47839335,na,na,Pathogenic/Likely pathogenic,Leber congenital amaurosis 7|not provided|Retinal dystrophy|Leber congenital amaurosis 7;Cone-rod dystrophy 2,GRCh38,single nucleotide variant
SALL1,16,51141107,na,na,Pathogenic,Townes-Brocks syndrome 1,GRCh38,single nucleotide variant
SALL1,16,51141396,na,na,Pathogenic/Likely pathogenic,Townes-Brocks syndrome 1|Townes syndrome|not provided,GRCh38,single nucleotide variant
SALL1,16,51141107,na,na,Pathogenic,Townes-Brocks syndrome 1|not provided,GRCh38,single nucleotide variant
SALL1,16,51141255,na,na,Pathogenic,Townes-Brocks-branchiootorenal-like syndrome|Townes syndrome|Townes-Brocks syndrome 1,GRCh38,single nucleotide variant
SALL1,16,51140966,na,na,Pathogenic,Townes-Brocks syndrome 1,GRCh38,single nucleotide variant
STK11,19,1221237,na,na,Pathogenic,Peutz-Jeghers syndrome,GRCh38,single nucleotide variant
STK11,19,1220372,na,na,Pathogenic/Likely pathogenic,Peutz-Jeghers syndrome|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
STK11,19,1207163,na,na,Pathogenic,Hereditary cancer-predisposing syndrome|Peutz-Jeghers syndrome|not provided,GRCh38,single nucleotide variant
STK11,19,1207113,na,na,Pathogenic/Likely pathogenic,Peutz-Jeghers syndrome|not provided|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
STK11,19,1207082,na,na,Pathogenic,Peutz-Jeghers syndrome,GRCh38,single nucleotide variant
STK11,19,1220396,na,na,Pathogenic,Malignant tumor of testis|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
STK11,19,1220488,na,na,Pathogenic,"Melanoma, cutaneous malignant, susceptibility to, 1|not provided|Hereditary cancer-predisposing syndrome",GRCh38,single nucleotide variant
STK11,19,1207021,na,na,Pathogenic,Carcinoma of pancreas,GRCh38,single nucleotide variant
STK11,19,1220416,na,na,Pathogenic,"Melanoma, cutaneous malignant, susceptibility to, 1|Peutz-Jeghers syndrome",GRCh38,single nucleotide variant
STK11,19,1207058,na,na,Pathogenic,"Melanoma, cutaneous malignant, susceptibility to, 1",GRCh38,single nucleotide variant
STK11,19,1219352,na,na,Pathogenic,"Melanoma, cutaneous malignant, susceptibility to, 1",GRCh38,single nucleotide variant
STK11,19,1220700,na,na,Pathogenic,Peutz-Jeghers syndrome,GRCh38,single nucleotide variant
STK11,19,1221216,na,na,Pathogenic,Peutz-Jeghers syndrome,GRCh38,single nucleotide variant
STK11,19,1223126,na,na,Benign/Likely benign,"Hereditary cancer-predisposing syndrome|not specified|Peutz-Jeghers syndrome|Breast and/or ovarian cancer|Malignant tumor of breast|not provided|Peutz-Jeghers syndrome;Melanoma, cutaneous malignant, susceptibility to, 1;Carcinoma of pancreas;Germ cell tumor of testis",GRCh38,single nucleotide variant
KCNJ10,1,160042339,na,na,Pathogenic,EAST syndrome|Cerebellar ataxia;Bilateral sensorineural hearing impairment;Spastic diplegia;Renal tubular dysfunction;Microcephaly,GRCh38,single nucleotide variant
KCNJ10,1,160041938,na,na,Pathogenic/Likely pathogenic,EAST syndrome|Autosomal recessive nonsyndromic hearing loss 4;Pendred syndrome;EAST syndrome|not provided,GRCh38,single nucleotide variant
KCNJ10,1,160042115,na,na,Pathogenic,EAST syndrome,GRCh38,single nucleotide variant
KCNJ10,1,160042042,na,na,Pathogenic,EAST syndrome,GRCh38,single nucleotide variant
KCNJ10,1,160042033,na,na,Pathogenic,EAST syndrome|Autosomal recessive nonsyndromic hearing loss 4;Pendred syndrome;EAST syndrome|not provided,GRCh38,single nucleotide variant
KCNJ10,1,160041644,na,na,Pathogenic/Likely pathogenic,EAST syndrome|not provided|Autosomal recessive nonsyndromic hearing loss 4;Pendred syndrome;EAST syndrome,GRCh38,single nucleotide variant
KCNJ10,1,160042304,na,na,Pathogenic,EAST syndrome,GRCh38,single nucleotide variant
KCNJ10,1,160041952,na,na,Likely pathogenic,Autosomal recessive nonsyndromic hearing loss 4|Autosomal recessive nonsyndromic hearing loss 4;EAST syndrome,GRCh38,single nucleotide variant
KCNJ10,1,160041491,na,na,Conflicting classifications of pathogenicity,Autosomal recessive nonsyndromic hearing loss 4|EAST syndrome|not provided|not specified|KCNJ10-related disorder,GRCh38,single nucleotide variant
